sku;name_it;name_en;slug_it;slug_en;meta_title_it;meta_title_en;meta_description_it;meta_description_en;meta_key_it;meta_key_en;description_short_it;description_short_en;description_it;description_en;tags_it;tags_en;custom_1_it;custom_1_en;custom_2_it;custom_2_en;category_it;category_en;attachments_it;attachments_en;attachments_name_it;attachments_name_en;brand;is_active;images;accessories;price;qty;video;property;tax;parent_sku;code_article;is_evidenza;is_purchasable;name_variant;attributes;ean13;is_button_for_request;form_page_id
11101_40-cm_fino-a-30-cm;BALCONIERA PIATTO RICCI REGOLABILE 40 cm. Fino a 30 cm. (11105);ADJUSTABLE FLOWER POT HOLDER FLAT PROFILE WITH CURL 40 cm. up to 30 cm. (11105);balconiera-piatto-ricci-regolabile-40-cm-fino-a-30-cm;adjustable-flower-pot-holder-flat-profile-with-curl-40-cm-up-to-30-cm;BALCONIERA PIATTO RICCI REGOLABILE;ADJUSTABLE FLOWER POT HOLDER FLAT PROFILE WITH CURL;Balconiera piatto ricci regolabile in ferro battuto. Fioriera per muretti, poggioli e ringhiere.;Adjustable flower pot holder flat profile with curl in wrought iron. Planter for walls, balconies and railings.;balconiera, balconiera in ferro battuto, articoli in ferro battuto, fioriera in ferro, fioriera regolabile da esterno, portavasi, portavasi da balcone, reggi vaso in ferro;adjustable flower pot holder,flower pot holder, vase holder,plant holder, balcony;Balconiera piatto ricci regolabile in ferro battuto. Fioriera per muretti, poggioli e ringhiere;Adjustable flower pot holder flat profile with curl in wrought iron. Planter for walls, balconies and railings.;<p>Arredare il giardino con stile unico del ferro battuto. Abbellire balconi, ringhiere e muretti. Fioriere robuste e decorative. Realizzate con materiali di altissima qualità. Disponibili in 5 misure. Dotate di appoggio fisso alla base inferiore per garantire un corretto allineamento. Le staffe di montaggio sono fornibili in diverse misure. Resistenti agli agenti atmosferici grazie alla verniciatura a polvere. Ottima portata grazie ad una robusta struttura, ad un buon kit di fissaggio ed una istallazione a regola d'arte con un corretto appoggio. Uso: per reggere le cassette rettangolari porta fiori disponibili in commercio.</p> <p>Materiale: acciaio ferro battuto. Arco in profilo piatto con riccio.</p> <p>Colore: nero.</p> <p>Dimensione: cm 43 Misura interna (base 41X18) (superiore 42x22) cm.</p>;<p>Adjustable flower pot holder flat profile with curl in wrought iron. Size cm 40. Black</p>;Fioriere, portafiori, accessori per arredo esterno;Planters, flower holders, outdoor furniture accessories;;;;;BALCONIERE;FLOWER POT HOLDER;;;;;;1;uploads/prodotti/balconiere/balconiera-piatto-ricci-regolabile_11101_sbalchiero.jpg;;13.2;100000;;;22.00;11101;;0;1;;Dimensione balconiera|40 cm.#Spessore muretto o poggiolo|Fino a 30 cm.;'8059554750369;0;
11101_50-cm_25;BALCONIERA PIATTO RICCI REGOLABILE 50 cm. Fino a 25 cm. (11104);ADJUSTABLE FLOWER POT HOLDER FLAT PROFILE WITH CURL 50 cm. up to 25 cm. (11104);balconiera-piatto-ricci-regolabile-50-cm-fino-a-25-cm;adjustable-flower-pot-holder-flat-profile-with-curl-50-cm-up-to-25-cm;BALCONIERA PIATTO RICCI REGOLABILE;ADJUSTABLE FLOWER POT HOLDER FLAT PROFILE WITH CURL;Balconiera piatto ricci regolabile in ferro battuto. Fioriera per muretti, poggioli e ringhiere.;Adjustable flower pot holder flat profile with curl in wrought iron. Planter for walls, balconies and railings.;balconiera, balconiera in ferro battuto, articoli in ferro battuto, fioriera in ferro, fioriera regolabile da esterno, portavasi, portavasi da balcone, reggi vaso in ferro;adjustable flower pot holder,flower pot holder, vase holder,plant holder, balcony;Balconiera piatto ricci regolabile in ferro battuto. Fioriera per muretti, poggioli e ringhiere;Adjustable flower pot holder flat profile with curl in wrought iron. Planter for walls, balconies and railings.;<p>Arredare il giardino con stile unico del ferro battuto. Abbellire balconi, ringhiere e muretti. Fioriere robuste e decorative. Realizzate con materiali di altissima qualità. Disponibili in 5 misure. Dotate di appoggio fisso alla base inferiore per garantire un corretto allineamento. Le staffe di montaggio sono fornibili in diverse misure. Resistenti agli agenti atmosferici grazie alla verniciatura a polvere. Ottima portata grazie ad una robusta struttura, ad un buon kit di fissaggio ed una istallazione a regola d'arte con un corretto appoggio. Uso: per reggere le cassette rettangolari porta fiori disponibili in commercio.</p> <p>Materiale: acciaio ferro battuto. Arco in profilo piatto con riccio.</p> <p>Colore: nero.</p> <p>Dimensione: cm 53 Misura interna (base 51X18) (superiore 52x22) cm.</p>;<p>Adjustable flower pot holder flat profile with curl in wrought iron. Size cm 50. Black</p>;Fioriere, portafiori, accessori per arredo esterno;Planters, flower holders, outdoor furniture accessories;;;;;BALCONIERE;FLOWER POT HOLDER;;;;;;1;uploads/prodotti/balconiere/balconiera-piatto-ricci-regolabile_11101_sbalchiero.jpg;;12.9;100000;;;22.00;11101;;0;1;;Dimensione balconiera|50 cm.#Spessore muretto o poggiolo|Fino a 25 cm.;'8059554750314;0;
11101_50-cm_7-18;BALCONIERA PIATTO RICCI REGOLABILE 50 cm. da 7 a 18 cm. (11104);ADJUSTABLE FLOWER POT HOLDER FLAT PROFILE WITH CURL 50 cm. from 7 to 18 cm. (11104);balconiera-piatto-ricci-regolabile-50-cm-da-7-a-18-cm;adjustable-flower-pot-holder-flat-profile-with-curl-50-cm-from-7-to-18-cm;BALCONIERA PIATTO RICCI REGOLABILE;ADJUSTABLE FLOWER POT HOLDER FLAT PROFILE WITH CURL;Balconiera piatto ricci regolabile in ferro battuto. Fioriera per muretti, poggioli e ringhiere.;Adjustable flower pot holder flat profile with curl in wrought iron. Planter for walls, balconies and railings.;balconiera, balconiera in ferro battuto, articoli in ferro battuto, fioriera in ferro, fioriera regolabile da esterno, portavasi, portavasi da balcone, reggi vaso in ferro;adjustable flower pot holder,flower pot holder, vase holder,plant holder, balcony;Balconiera piatto ricci regolabile in ferro battuto. Fioriera per muretti, poggioli e ringhiere;Adjustable flower pot holder flat profile with curl in wrought iron. Planter for walls, balconies and railings.;<p>Arredare il giardino con stile unico del ferro battuto. Abbellire balconi, ringhiere e muretti. Fioriere robuste e decorative. Realizzate con materiali di altissima qualità. Disponibili in 5 misure. Dotate di appoggio fisso alla base inferiore per garantire un corretto allineamento. Le staffe di montaggio sono fornibili in diverse misure. Resistenti agli agenti atmosferici grazie alla verniciatura a polvere. Ottima portata grazie ad una robusta struttura, ad un buon kit di fissaggio ed una istallazione a regola d'arte con un corretto appoggio. Uso: per reggere le cassette rettangolari porta fiori disponibili in commercio.</p> <p>Materiale: acciaio ferro battuto. Arco in profilo piatto con riccio.</p> <p>Colore: nero.</p> <p>Dimensione: cm 53 Misura interna (base 51X18) (superiore 52x22) cm.</p>;<p>Adjustable flower pot holder flat profile with curl in wrought iron. Size cm 50. Black</p>;Fioriere, portafiori, accessori per arredo esterno;Planters, flower holders, outdoor furniture accessories;;;;;BALCONIERE;FLOWER POT HOLDER;;;;;;1;uploads/prodotti/balconiere/balconiera-piatto-ricci-regolabile_11101_sbalchiero.jpg;;12.3;100000;;;22.00;11101;;0;1;;Dimensione balconiera|50 cm.#Spessore muretto o poggiolo|da 7 a 18 cm.;'8059554750321;0;
11101_50-cm_fino-a-30-cm;BALCONIERA PIATTO RICCI REGOLABILE 50 cm. Fino a 30 cm. (11104);ADJUSTABLE FLOWER POT HOLDER FLAT PROFILE WITH CURL 50 cm. up to 30 cm. (11104);balconiera-piatto-ricci-regolabile-50-cm-fino-a-30-cm;adjustable-flower-pot-holder-flat-profile-with-curl-50-cm-up-to-30-cm;BALCONIERA PIATTO RICCI REGOLABILE;ADJUSTABLE FLOWER POT HOLDER FLAT PROFILE WITH CURL;Balconiera piatto ricci regolabile in ferro battuto. Fioriera per muretti, poggioli e ringhiere.;Adjustable flower pot holder flat profile with curl in wrought iron. Planter for walls, balconies and railings.;balconiera, balconiera in ferro battuto, articoli in ferro battuto, fioriera in ferro, fioriera regolabile da esterno, portavasi, portavasi da balcone, reggi vaso in ferro;adjustable flower pot holder,flower pot holder, vase holder,plant holder, balcony;Balconiera piatto ricci regolabile in ferro battuto. Fioriera per muretti, poggioli e ringhiere;Adjustable flower pot holder flat profile with curl in wrought iron. Planter for walls, balconies and railings.;<p>Arredare il giardino con stile unico del ferro battuto. Abbellire balconi, ringhiere e muretti. Fioriere robuste e decorative. Realizzate con materiali di altissima qualità. Disponibili in 5 misure. Dotate di appoggio fisso alla base inferiore per garantire un corretto allineamento. Le staffe di montaggio sono fornibili in diverse misure. Resistenti agli agenti atmosferici grazie alla verniciatura a polvere. Ottima portata grazie ad una robusta struttura, ad un buon kit di fissaggio ed una istallazione a regola d'arte con un corretto appoggio. Uso: per reggere le cassette rettangolari porta fiori disponibili in commercio.</p> <p>Materiale: acciaio ferro battuto. Arco in profilo piatto con riccio.</p> <p>Colore: nero.</p> <p>Dimensione: cm 53 Misura interna (base 51X18) (superiore 52x22) cm.</p>;<p>Adjustable flower pot holder flat profile with curl in wrought iron. Size cm 50. Black</p>;Fioriere, portafiori, accessori per arredo esterno;Planters, flower holders, outdoor furniture accessories;;;;;BALCONIERE;FLOWER POT HOLDER;;;;;;1;uploads/prodotti/balconiere/balconiera-piatto-ricci-regolabile_11101_sbalchiero.jpg;;13.3;100000;;;22.00;11101;;0;1;;Dimensione balconiera|50 cm.#Spessore muretto o poggiolo|Fino a 30 cm.;'8059554750338;0;
11101_60-cm_25;BALCONIERA PIATTO RICCI REGOLABILE 60 cm. Fino a 25 cm. (11103);ADJUSTABLE FLOWER POT HOLDER FLAT PROFILE WITH CURL 60 cm. up to 25 cm. (11103);balconiera-piatto-ricci-regolabile-60-cm-fino-a-25-cm;adjustable-flower-pot-holder-flat-profile-with-curl-60-cm-up-to-25-cm;BALCONIERA PIATTO RICCI REGOLABILE;ADJUSTABLE FLOWER POT HOLDER FLAT PROFILE WITH CURL;Balconiera piatto ricci regolabile in ferro battuto. Fioriera per muretti, poggioli e ringhiere.;Adjustable flower pot holder flat profile with curl in wrought iron. Planter for walls, balconies and railings.;balconiera, balconiera in ferro battuto, articoli in ferro battuto, fioriera in ferro, fioriera regolabile da esterno, portavasi, portavasi da balcone, reggi vaso in ferro;adjustable flower pot holder,flower pot holder, vase holder,plant holder, balcony;Balconiera piatto ricci regolabile in ferro battuto. Fioriera per muretti, poggioli e ringhiere;Adjustable flower pot holder flat profile with curl in wrought iron. Planter for walls, balconies and railings.;<p>Arredare il giardino con stile unico del ferro battuto. Abbellire balconi, ringhiere e muretti. Fioriere robuste e decorative. Realizzate con materiali di altissima qualità. Disponibili in 5 misure. Dotate di appoggio fisso alla base inferiore per garantire un corretto allineamento. Le staffe di montaggio sono fornibili in diverse misure. Resistenti agli agenti atmosferici grazie alla verniciatura a polvere. Ottima portata grazie ad una robusta struttura, ad un buon kit di fissaggio ed una istallazione a regola d'arte con un corretto appoggio. Uso: per reggere le cassette rettangolari porta fiori disponibili in commercio.</p> <p>Materiale: acciaio ferro battuto. Arco in profilo piatto con riccio.</p> <p>Colore: nero.</p> <p>Dimensione: cm 63 Misura interna (base 61X18) (superiore 62x22) cm.</p>;<p>Adjustable flower pot holder flat profile with curl in wrought iron. Size cm 60. Black</p>;Fioriere, portafiori, accessori per arredo esterno;Planters, flower holders, outdoor furniture accessories;;;;;BALCONIERE;FLOWER POT HOLDER;;;;;;1;uploads/prodotti/balconiere/balconiera-piatto-ricci-regolabile_11101_sbalchiero.jpg;;14.5;100000;;;22.00;11101;;0;1;;Dimensione balconiera|60 cm.#Spessore muretto o poggiolo|Fino a 25 cm.;'8059554750284;0;
11101_60-cm_7-18;BALCONIERA PIATTO RICCI REGOLABILE 60 cm. da 7 a 18 cm. (11103);ADJUSTABLE FLOWER POT HOLDER FLAT PROFILE WITH CURL 60 cm. from 7 to 18 cm. (11103);balconiera-piatto-ricci-regolabile-60-cm-da-7-a-18-cm;adjustable-flower-pot-holder-flat-profile-with-curl-60-cm-from-7-to-18-cm;BALCONIERA PIATTO RICCI REGOLABILE;ADJUSTABLE FLOWER POT HOLDER FLAT PROFILE WITH CURL;Balconiera piatto ricci regolabile in ferro battuto. Fioriera per muretti, poggioli e ringhiere.;Adjustable flower pot holder flat profile with curl in wrought iron. Planter for walls, balconies and railings.;balconiera, balconiera in ferro battuto, articoli in ferro battuto, fioriera in ferro, fioriera regolabile da esterno, portavasi, portavasi da balcone, reggi vaso in ferro;adjustable flower pot holder,flower pot holder, vase holder,plant holder, balcony;Balconiera piatto ricci regolabile in ferro battuto. Fioriera per muretti, poggioli e ringhiere;Adjustable flower pot holder flat profile with curl in wrought iron. Planter for walls, balconies and railings.;<p>Arredare il giardino con stile unico del ferro battuto. Abbellire balconi, ringhiere e muretti. Fioriere robuste e decorative. Realizzate con materiali di altissima qualità. Disponibili in 5 misure. Dotate di appoggio fisso alla base inferiore per garantire un corretto allineamento. Le staffe di montaggio sono fornibili in diverse misure. Resistenti agli agenti atmosferici grazie alla verniciatura a polvere. Ottima portata grazie ad una robusta struttura, ad un buon kit di fissaggio ed una istallazione a regola d'arte con un corretto appoggio. Uso: per reggere le cassette rettangolari porta fiori disponibili in commercio.</p> <p>Materiale: acciaio ferro battuto. Arco in profilo piatto con riccio.</p> <p>Colore: nero.</p> <p>Dimensione: cm 63 Misura interna (base 61X18) (superiore 62x22) cm.</p>;<p>Adjustable flower pot holder flat profile with curl in wrought iron. Size cm 60. Black</p>;Fioriere, portafiori, accessori per arredo esterno;Planters, flower holders, outdoor furniture accessories;;;;;BALCONIERE;FLOWER POT HOLDER;;;;;;1;uploads/prodotti/balconiere/balconiera-piatto-ricci-regolabile_11101_sbalchiero.jpg;;13.9;100000;;;22.00;11101;;0;1;;Dimensione balconiera|60 cm.#Spessore muretto o poggiolo|da 7 a 18 cm.;'8059554750291;0;
11101_60-cm_fino-a-30-cm;BALCONIERA PIATTO RICCI REGOLABILE 60 cm. Fino a 30 cm. (11103);ADJUSTABLE FLOWER POT HOLDER FLAT PROFILE WITH CURL 60 cm. up to 30 cm. (11103);balconiera-piatto-ricci-regolabile-60-cm-fino-a-30-cm;adjustable-flower-pot-holder-flat-profile-with-curl-60-cm-up-to-30-cm;BALCONIERA PIATTO RICCI REGOLABILE;ADJUSTABLE FLOWER POT HOLDER FLAT PROFILE WITH CURL;Balconiera piatto ricci regolabile in ferro battuto. Fioriera per muretti, poggioli e ringhiere.;Adjustable flower pot holder flat profile with curl in wrought iron. Planter for walls, balconies and railings.;balconiera, balconiera in ferro battuto, articoli in ferro battuto, fioriera in ferro, fioriera regolabile da esterno, portavasi, portavasi da balcone, reggi vaso in ferro;adjustable flower pot holder,flower pot holder, vase holder,plant holder, balcony;Balconiera piatto ricci regolabile in ferro battuto. Fioriera per muretti, poggioli e ringhiere;Adjustable flower pot holder flat profile with curl in wrought iron. Planter for walls, balconies and railings.;<p>Arredare il giardino con stile unico del ferro battuto. Abbellire balconi, ringhiere e muretti. Fioriere robuste e decorative. Realizzate con materiali di altissima qualità. Disponibili in 5 misure. Dotate di appoggio fisso alla base inferiore per garantire un corretto allineamento. Le staffe di montaggio sono fornibili in diverse misure. Resistenti agli agenti atmosferici grazie alla verniciatura a polvere. Ottima portata grazie ad una robusta struttura, ad un buon kit di fissaggio ed una istallazione a regola d'arte con un corretto appoggio. Uso: per reggere le cassette rettangolari porta fiori disponibili in commercio.</p> <p>Materiale: acciaio ferro battuto. Arco in profilo piatto con riccio.</p> <p>Colore: nero.</p> <p>Dimensione: cm 63 Misura interna (base 61X18) (superiore 62x22) cm.</p>;<p>Adjustable flower pot holder flat profile with curl in wrought iron. Size cm 60. Black</p>;Fioriere, portafiori, accessori per arredo esterno;Planters, flower holders, outdoor furniture accessories;;;;;BALCONIERE;FLOWER POT HOLDER;;;;;;1;uploads/prodotti/balconiere/balconiera-piatto-ricci-regolabile_11101_sbalchiero.jpg;;14.9;100000;;;22.00;11101;;0;1;;Dimensione balconiera|60 cm.#Spessore muretto o poggiolo|Fino a 30 cm.;'8059554750307;0;
11101_80-cm_25;BALCONIERA PIATTO RICCI REGOLABILE 80 cm. Fino a 25 cm. (11102);ADJUSTABLE FLOWER POT HOLDER FLAT PROFILE WITH CURL 80 cm. up to 25 cm. (11102);balconiera-piatto-ricci-regolabile-80-cm-fino-a-25-cm;adjustable-flower-pot-holder-flat-profile-with-curl-80-cm-up-to-25-cm;BALCONIERA PIATTO RICCI REGOLABILE;ADJUSTABLE FLOWER POT HOLDER FLAT PROFILE WITH CURL;Balconiera piatto ricci regolabile in ferro battuto. Fioriera per muretti, poggioli e ringhiere.;Adjustable flower pot holder flat profile with curl in wrought iron. Planter for walls, balconies and railings.;balconiera, balconiera in ferro battuto, articoli in ferro battuto, fioriera in ferro, fioriera regolabile da esterno, portavasi, portavasi da balcone, reggi vaso in ferro;adjustable flower pot holder,flower pot holder, vase holder,plant holder, balcony;Balconiera piatto ricci regolabile in ferro battuto. Fioriera per muretti, poggioli e ringhiere;Adjustable flower pot holder flat profile with curl in wrought iron. Planter for walls, balconies and railings.;<p>Arredare il giardino con stile unico del ferro battuto. Abbellire balconi, ringhiere e muretti. Fioriere robuste e decorative. Realizzate con materiali di altissima qualità. Disponibili in 5 misure. Dotate di appoggio fisso alla base inferiore per garantire un corretto allineamento. Le staffe di montaggio sono fornibili in diverse misure. Resistenti agli agenti atmosferici grazie alla verniciatura a polvere. Ottima portata grazie ad una robusta struttura, ad un buon kit di fissaggio ed una istallazione a regola d'arte con un corretto appoggio. Uso: per reggere le cassette rettangolari porta fiori disponibili in commercio.</p> <p>Materiale: acciaio ferro battuto. Arco in profilo piatto con riccio.</p> <p>Colore: nero.</p> <p>Dimensione: cm 83 Misura interna (base 81X18) (superiore 82x22) cm.</p>;<p>Adjustable flower pot holder flat profile with curl in wrought iron. Size cm 80. Black</p>;Fioriere, portafiori, accessori per arredo esterno;Planters, flower holders, outdoor furniture accessories;;;;;BALCONIERE;FLOWER POT HOLDER;;;;;;1;uploads/prodotti/balconiere/balconiera-piatto-ricci-regolabile_11101_sbalchiero.jpg;;16.3;100000;;;22.00;11101;;0;1;;Dimensione balconiera|80 cm.#Spessore muretto o poggiolo|Fino a 25 cm.;'8059554750253;0;
11101_80-cm_7-18;BALCONIERA PIATTO RICCI REGOLABILE 80 cm. da 7 a 18 cm. (11102);ADJUSTABLE FLOWER POT HOLDER FLAT PROFILE WITH CURL 80 cm. from 7 to 18 cm. (11102);balconiera-piatto-ricci-regolabile-80-cm-da-7-a-18-cm;adjustable-flower-pot-holder-flat-profile-with-curl-80-cm-from-7-to-18-cm;BALCONIERA PIATTO RICCI REGOLABILE;ADJUSTABLE FLOWER POT HOLDER FLAT PROFILE WITH CURL;Balconiera piatto ricci regolabile in ferro battuto. Fioriera per muretti, poggioli e ringhiere.;Adjustable flower pot holder flat profile with curl in wrought iron. Planter for walls, balconies and railings.;balconiera, balconiera in ferro battuto, articoli in ferro battuto, fioriera in ferro, fioriera regolabile da esterno, portavasi, portavasi da balcone, reggi vaso in ferro;adjustable flower pot holder,flower pot holder, vase holder,plant holder, balcony;Balconiera piatto ricci regolabile in ferro battuto. Fioriera per muretti, poggioli e ringhiere;Adjustable flower pot holder flat profile with curl in wrought iron. Planter for walls, balconies and railings.;<p>Arredare il giardino con stile unico del ferro battuto. Abbellire balconi, ringhiere e muretti. Fioriere robuste e decorative. Realizzate con materiali di altissima qualità. Disponibili in 5 misure. Dotate di appoggio fisso alla base inferiore per garantire un corretto allineamento. Le staffe di montaggio sono fornibili in diverse misure. Resistenti agli agenti atmosferici grazie alla verniciatura a polvere. Ottima portata grazie ad una robusta struttura, ad un buon kit di fissaggio ed una istallazione a regola d'arte con un corretto appoggio. Uso: per reggere le cassette rettangolari porta fiori disponibili in commercio.</p> <p>Materiale: acciaio ferro battuto. Arco in profilo piatto con riccio.</p> <p>Colore: nero.</p> <p>Dimensione: cm 83 Misura interna (base 81X18) (superiore 82x22) cm.</p>;<p>Adjustable flower pot holder flat profile with curl in wrought iron. Size cm 80. Black</p>;Fioriere, portafiori, accessori per arredo esterno;Planters, flower holders, outdoor furniture accessories;;;;;BALCONIERE;FLOWER POT HOLDER;;;;;;1;uploads/prodotti/balconiere/balconiera-piatto-ricci-regolabile_11101_sbalchiero.jpg;;15.7;100000;;;22.00;11101;;0;1;;Dimensione balconiera|80 cm.#Spessore muretto o poggiolo|da 7 a 18 cm.;'8059554750260;0;
11101_80-cm_fino-a-30-cm;BALCONIERA PIATTO RICCI REGOLABILE 80 cm. Fino a 30 cm. (11102);ADJUSTABLE FLOWER POT HOLDER FLAT PROFILE WITH CURL 80 cm. up to 30 cm. (11102);balconiera-piatto-ricci-regolabile-80-cm-fino-a-30-cm;adjustable-flower-pot-holder-flat-profile-with-curl-80-cm-up-to-30-cm;BALCONIERA PIATTO RICCI REGOLABILE;ADJUSTABLE FLOWER POT HOLDER FLAT PROFILE WITH CURL;Balconiera piatto ricci regolabile in ferro battuto. Fioriera per muretti, poggioli e ringhiere.;Adjustable flower pot holder flat profile with curl in wrought iron. Planter for walls, balconies and railings.;balconiera, balconiera in ferro battuto, articoli in ferro battuto, fioriera in ferro, fioriera regolabile da esterno, portavasi, portavasi da balcone, reggi vaso in ferro;adjustable flower pot holder,flower pot holder, vase holder,plant holder, balcony;Balconiera piatto ricci regolabile in ferro battuto. Fioriera per muretti, poggioli e ringhiere;Adjustable flower pot holder flat profile with curl in wrought iron. Planter for walls, balconies and railings.;<p>Arredare il giardino con stile unico del ferro battuto. Abbellire balconi, ringhiere e muretti. Fioriere robuste e decorative. Realizzate con materiali di altissima qualità. Disponibili in 5 misure. Dotate di appoggio fisso alla base inferiore per garantire un corretto allineamento. Le staffe di montaggio sono fornibili in diverse misure. Resistenti agli agenti atmosferici grazie alla verniciatura a polvere. Ottima portata grazie ad una robusta struttura, ad un buon kit di fissaggio ed una istallazione a regola d'arte con un corretto appoggio. Uso: per reggere le cassette rettangolari porta fiori disponibili in commercio.</p> <p>Materiale: acciaio ferro battuto. Arco in profilo piatto con riccio.</p> <p>Colore: nero.</p> <p>Dimensione: cm 83 Misura interna (base 81X18) (superiore 82x22) cm.</p>;<p>Adjustable flower pot holder flat profile with curl in wrought iron. Size cm 80. Black</p>;Fioriere, portafiori, accessori per arredo esterno;Planters, flower holders, outdoor furniture accessories;;;;;BALCONIERE;FLOWER POT HOLDER;;;;;;1;uploads/prodotti/balconiere/balconiera-piatto-ricci-regolabile_11101_sbalchiero.jpg;;16.7;100000;;;22.00;11101;;0;1;;Dimensione balconiera|80 cm.#Spessore muretto o poggiolo|Fino a 30 cm.;'8059554750277;0;
11111;BALCONIERA PIATTO RICCI FISSA;FLOWER POT HOLDER FIXED FLAT PROFILE WITH CURL;balconiera-piatto-ricci-fissa;flower-pot-holder-fixed-flat-profile-with-curl;BALCONIERA PIATTO RICCI FISSA;FLOWER POT HOLDER FIXED FLAT PROFILE WITH CURL;Balconiera piatto ricci fissa in ferro battuto. Fioriera per ringhiere.;Flower pot holder fixed flat profile with curl in wrought iron. Railing planter.;balconiera, balconiera in ferro battuto, articoli in ferro battuto, fioriera in ferro, fioriera regolabile da esterno, portavasi, portavasi da balcone, reggi vaso in ferro;flower pot holder, vase holder,plant holder, balcony;Balconiera piatto ricci fissa in ferro battuto. Fioriera per ringhiere.;Flower pot holder fixed flat profile with curl in wrought iron.Railing planter.;<p>Arredare il giardino con stile unico del ferro battuto. Abbellire balconi, ringhiere e muretti. Fioriere robuste e decorative. Realizzate con materiali di altissima qualità. Disponibili in 5 misure. Dotate di appoggio fisso alla base inferiore per garantire un corretto allineamento. Resistenti agli agenti atmosferici grazie alla verniciatura a polvere. Ottima portata grazie ad una robusta struttura. Uso: per reggere le cassette rettangolari porta fiori disponibili in commercio.</p> <p>Materiale: acciaio ferro battuto. Arco in profilo piatto con riccio.</p> <p>Colore: nero.</p> <p>Dimensione: Da 40cm a 100 cm.</p>;<p>Flower pot holder fixed flat profile with curl in wrought iron. Nr 5 size. Black</p>;Fioriere, portafiori, accessori per arredo esterno;Planters, flower holders, outdoor furniture accessories;;;;;BALCONIERE;FLOWER POT HOLDER;;;;;;1;uploads/prodotti/balconiere/balconiera-piatto-ricci-fissa_11111_sbalchiero.jpg;;17.3;100000;;;22.00;11111;;0;1;;;'8059554750376;0;
11111_100-cm;BALCONIERA PIATTO RICCI FISSA 100 cm. (11111);FLOWER POT HOLDER FIXED FLAT PROFILE WITH CURL 100 cm. (11111);balconiera-piatto-ricci-fissa-100-cm;flower-pot-holder-fixed-flat-profile-with-curl-100-cm;BALCONIERA PIATTO RICCI FISSA;FLOWER POT HOLDER FIXED FLAT PROFILE WITH CURL;Balconiera piatto ricci fissa in ferro battuto. Fioriera per ringhiere.;Flower pot holder fixed flat profile with curl in wrought iron. Railing planter.;balconiera, balconiera in ferro battuto, articoli in ferro battuto, fioriera in ferro, fioriera regolabile da esterno, portavasi, portavasi da balcone, reggi vaso in ferro;flower pot holder, vase holder,plant holder, balcony;Balconiera piatto ricci fissa in ferro battuto. Fioriera per ringhiere.;Flower pot holder fixed flat profile with curl in wrought iron.Railing planter.;<p>Arredare il giardino con stile unico del ferro battuto. Abbellire balconi, ringhiere e muretti. Fioriere robuste e decorative. Realizzate con materiali di altissima qualità. Disponibili in 5 misure. Dotate di appoggio fisso alla base inferiore per garantire un corretto allineamento. Resistenti agli agenti atmosferici grazie alla verniciatura a polvere. Ottima portata grazie ad una robusta struttura. Uso: per reggere le cassette rettangolari porta fiori disponibili in commercio.</p> <p>Materiale: acciaio ferro battuto. Arco in profilo piatto con riccio.</p> <p>Colore: nero.</p> <p>Dimensione:  cm103 Misura interna (base 101X18) (superiore 102x22)  cm.</p>;<p>Flower pot holder fixed flat profile with curl in wrought iron. Size cm 100. Black</p>;Fioriere, portafiori, accessori per arredo esterno;Planters, flower holders, outdoor furniture accessories;;;;;BALCONIERE;FLOWER POT HOLDER;;;;;;1;uploads/prodotti/balconiere/balconiera-piatto-ricci-fissa_11111_sbalchiero.jpg;;17.3;100000;;;22.00;11111;;0;1;;Dimensione balconiera|100 cm.;'8059554750376;0;
11111_40-cm;BALCONIERA PIATTO RICCI FISSA 40 cm.  (11115);FLOWER POT HOLDER FIXED FLAT PROFILE WITH CURL 40 cm. (11115);balconiera-piatto-ricci-fissa-40-cm;flower-pot-holder-fixed-flat-profile-with-curl-40-cm;BALCONIERA PIATTO RICCI FISSA;FLOWER POT HOLDER FIXED FLAT PROFILE WITH CURL;Balconiera piatto ricci fissa in ferro battuto. Fioriera per ringhiere.;Flower pot holder fixed flat profile with curl in wrought iron. Railing planter.;balconiera, balconiera in ferro battuto, articoli in ferro battuto, fioriera in ferro, fioriera regolabile da esterno, portavasi, portavasi da balcone, reggi vaso in ferro;flower pot holder, vase holder,plant holder, balcony;Balconiera piatto ricci fissa in ferro battuto. Fioriera per ringhiere.;Flower pot holder fixed flat profile with curl in wrought iron.Railing planter.;<p>Arredare il giardino con stile unico del ferro battuto. Abbellire balconi, ringhiere e muretti. Fioriere robuste e decorative. Realizzate con materiali di altissima qualità. Disponibili in 5 misure. Dotate di appoggio fisso alla base inferiore per garantire un corretto allineamento. Resistenti agli agenti atmosferici grazie alla verniciatura a polvere. Ottima portata grazie ad una robusta struttura. Uso: per reggere le cassette rettangolari porta fiori disponibili in commercio.</p> <p>Materiale: acciaio ferro battuto. Arco in profilo piatto  con riccio.</p> <p>Colore: nero.</p> <p>Dimensione:  cm 43 Misura interna (base 41X18) (superiore 42x22)  cm.</p>;<p>Flower pot holder fixed flat profile with curl in wrought iron. Size cm 40. Black</p>;Fioriere, portafiori, accessori per arredo esterno;Planters, flower holders, outdoor furniture accessories;;;;;BALCONIERE;FLOWER POT HOLDER;;;;;;1;uploads/prodotti/balconiere/balconiera-piatto-ricci-fissa_11111_sbalchiero.jpg;;10.1;100000;;;22.00;11111;;0;1;;Dimensione balconiera|40 cm.;'8059554750413;0;
